llmModel,iteration,finalScore
qwen2.5:3b,1930,14
qwen2.5:3b,1931,30
qwen2.5:3b,1932,14
qwen2.5:3b,1933,100
qwen2.5:3b,1934,37
qwen2.5:3b,1935,27
qwen2.5:3b,1936,100
qwen2.5:3b,1937,50
qwen2.5:3b,1938,63
qwen2.5:3b,1939,100
qwen2.5:3b,1940,100
qwen2.5:3b,1941,30
qwen2.5:3b,1942,57
qwen2.5:3b,1943,27
qwen2.5:3b,1944,80
qwen2.5:3b,1945,17
qwen2.5:3b,1946,47
qwen2.5:3b,1947,85
qwen2.5:3b,1948,37
qwen2.5:3b,1949,57
qwen2.5:3b,1950,85
qwen2.5:3b,1951,47
qwen2.5:3b,1952,100
qwen2.5:3b,1953,100
qwen2.5:3b,1954,100
qwen2.5:3b,1955,16
qwen2.5:3b,1956,13
qwen2.5:3b,1957,30
qwen2.5:3b,1958,21
qwen2.5:3b,1959,30
qwen2.5:3b,1960,14
qwen2.5:3b,1961,32
qwen2.5:3b,1962,40
qwen2.5:3b,1963,16
qwen2.5:3b,1964,14
qwen2.5:3b,1965,47
qwen2.5:3b,1966,20
qwen2.5:3b,1967,80
qwen2.5:3b,1968,17
qwen2.5:3b,1969,13
qwen2.5:3b,1970,70
qwen2.5:3b,1971,70
qwen2.5:3b,1972,37
qwen2.5:3b,1973,100
qwen2.5:3b,1974,27
qwen2.5:3b,1975,32
qwen2.5:3b,1976,40
qwen2.5:3b,1977,47
qwen2.5:3b,1978,100
qwen2.5:3b,1979,80
qwen2.5:3b,1980,25
qwen2.5:3b,1981,100
qwen2.5:3b,1982,47
qwen2.5:3b,1983,73
qwen2.5:3b,1984,100
qwen2.5:3b,1985,70
qwen2.5:3b,1986,21
qwen2.5:3b,1987,30
qwen2.5:3b,1988,100
qwen2.5:3b,1989,16
qwen2.5:3b,1990,30
qwen2.5:3b,1991,10
qwen2.5:3b,1992,100
qwen2.5:3b,1993,37
qwen2.5:3b,1994,100
qwen2.5:3b,1995,30
qwen2.5:3b,1996,47
qwen2.5:3b,1997,100
qwen2.5:3b,1998,100
qwen2.5:3b,1999,37
